"microscope_names_name","microscope_names_url","microscope_names_description","microscope_names_image"
"Laxco™ LMC-5000 Series Clinical Microscope, Hematology Configuration","https://www.fishersci.com/shop/products/lmc-5000-series-clinical-microscope-hematology-configuration/lmc5hc1","Description
Key Features
Large T-Shaped body for maximum stability
Carrying handle
Stable main body
Brightfield, Metallurgical, and Fluorescence contrast methods
High contrast, broad beam optical design
Modular design allows for flexibility in system configuration - 100% customizable for every need
Optical System
Infinity corrected optical system
Plan fluor objectives
Wide range of magnifications: 2X, 4X, 10X, 20X, 40X, 60X, 50X Oil and 100X
Anti-reflective coatings on optics
Sharp images with color corrected optics
Parcentric and parfocal objectives
Stand
Modular frame design
Integrated LBD and ND filters
Stable main body design
Rackless, wire driven X/Y mechanical stage
Coaxial focus drive, with focus range of 25mm and 1um precision
Reversed 6-position nosepiece (7-position optional)
12V/100w halogen transmitted illumination
Full Koehler illumination with field and iris diaphragm","https://assets.fishersci.com/TFS-Assets/CCG/product-images/F307316~p.eps-650.jpg"
"Laxco™ LMC-5000 Series Compound Microscope System","https://www.fishersci.com/shop/products/lmc-5000-series-compound-microscope-system-8/p-7071654","Electrical Requirements
Internal, 110/220 V Auto Switch
Product Type
Compound Microscope
Warranty
2 Year - Electronic, Mechanical, Optical with option to extend to 5 years
Resolution
Coarse and Fine","https://assets.fishersci.com/TFS-Assets/CCG/product-images/F304590~p.eps-650.jpg"
"Laxco™ SeBa™ 3B Clinical Series Brightfield Upright Digital Microscope System for Routine Clinical Applications","https://www.fishersci.com/shop/products/seba-3b-clinical-series-brightfield-upright-digital-microscope-system-routine-clinical-applications/seba3brc3","Description
SeBa™ simplifies the complexities of a traditional microscope. The integration of camera, computer and monitor creates an easy-to-use, all-in-one digital microscope for any environment. The small fooprint saves bench space by eliminating the need for additional equipment. SeBa™ brings collaboration, teaching, routine scanning, and image documentation into the next generation. Innovative technology includes SeBaAccess™ and the SeBaShare™ cloud. KEY FEATURES
Integrated Design
Ergonomics
SeBaAccess™
Integrated SeBaShare™ Cloud
Ease-of-Use
Efficiency and Footprint
Swivel/Tilt Screen
Value Proposition
HEAD
360° rotating eyepieces for better ergonomics
180° swivel, tilting display with HDMI output
9.7 in., 4k retina touchscreen display
5MP color CMOS camera
4 USB ports for attaching keyboard, mouse, storage device or remote capture button
Individual user login via access SeBaAccess™ cards
Capture still or video images and save them to SeBaShare™ or USB storage device
Capture, review, measure, and annotate images
Single power source controls power to the camera, computer and microscope
OPTICAL SYSTEM
Sealed 40X to prevent accidental damage from use of oil at 100X
Infinity corrected optical system
Plan achro, Semi-APO/Flours, & APO options available
Brightfield, darkfield, simple polarization, phase contrast & gout contrast methods available
STAND
Built-in carrying handle
Reverse 5-position objective turret for easy access to slides
Adjustable focusing stop protects slides from accidental damage
Removable LED cartridge Illumination
Cool, stable, color temperature, brightness intensity
50,000 bulb life
Koehler Illumination with field diaphragm
Right-handed, X/Y mechanical stage
Warranty and Services
5 year warranty on mechanical and optical, and 1 year on electrical","https://assets.fishersci.com/TFS-Assets/CCG/product-images/default.jpg-650.jpg"
"Laxco™ LMC-4000 Series Brightfield Compound Microscope System","https://www.fishersci.com/shop/products/lmc-4000-series-brightfield-compound-microscope-system-17/p-7071662","Description
Head
Tilting ergonomical Trinocular head, with adjustable height for multiple user environments
70/30 Split, phototube for attaching of camera
5-35°Observation Angle
Adjustable Diopter on Left Eyepieces
Adjustable Interocular Distance
Collapsible rubber eyecups
Objectives
Sealed 40X to Prevent Accidental Damage From Use of Oil at 100X
Infinity Corrected
Plan Semi-Apo Flour lens with high N.A. produce flat FOV, brilliant color correctness, and superior resolution
Anti-reflective optical coatings, for superior optical quality
Parfocal and parcentered
Objective Turret: 5 Position
Stand
Built-in Carrying Handle
Reverse Objective Turret Allows for Easy Access to Slides
Adjustable Focusing Stop Protects Slides from Accidental Damage
Reflected LED transmitted illumination with removable housing
Rackless X/Y mechanical stage for smooth, fine movement control
Illumination
Cool, stable, color temperature and Brightness Intensity
50,000 bulb life
Koehler Illumination:Full with Field Diaphragm
Certifications
Quality Performance Certification","https://assets.fishersci.com/TFS-Assets/CCG/product-images/F304584~p.eps-650.jpg"
"Laxco™ SeBa™ Pro5 Series Digital Microscope System","https://www.fishersci.com/shop/products/seba-pro5-series-digital-microscope-system-2/p-7071659","Description
Head
12.3 in., 2048 x 153610 point multi-touch retina display
16MP color CMOS camera
4 USB ports for attaching keyboard, mouse, storage device or remote capture button
SeBaAccess technology allows for individual log in, via an access card swipped in front of the Seba label
SeBaShare cloud based storage allows simple uploading of images to unique account on the cloud for accessing of images anywhere (log in based off from SeBaAccess)
Capture still or video images and save them to SeBaShare or USB storage device
Capture, review, measure, and annotate images
Single power source controls power to the camera, computer and microscope
Objectives
Lens with high N.A. produce flat FOV, and superior resolution and light gathering ability
Sealed 40X to prevent accidental damage from use of oil at 100X
Infinity corrected
Anti-reflective optical coatings, for superior optical quality
Parfocal and parcentered
Stand
Built-in carrying handle
Reverse, removable objective turret (6 position), with DIC slot, allows for easy access to slides
Adjustable focusing stop protects slides from accidental damage
Reflected LED transmitted illumination with removable housing
Rackless X/Y mechanical stage for smooth, fine movement control
LBD and ND filters built in with pull out levers
Focusing tension control
LED brightness control indicator
Photo preset button for optimized brightness for photography
Reflected 100 watt transmitted illumination with removable housing
Illumination
Full Koehler illumination with field diaphragm
5w LED
Certifications
Quality Performance Certification","https://assets.fishersci.com/TFS-Assets/CCG/product-images/F304855~p.eps-650.jpg"
"Laxco™ LMC-3000 Series Fluorescence Compound Microscope System","https://www.fishersci.com/shop/products/lmc-3000-series-flourescence-compound-microscope-system-4/p-7071661","Description
Head
360° swiveling binoculars tube for ergonomic viewing
30° observation angle
Adjustable diopter on left eyepieces
Adjustable interocular distance
Collapsible rubber eyecups
Trinocular photo tube/port for attachment of camera
Objectives
Sealed 40X to prevent accidental damage from use of oil at 100X
Infinity corrected
Objective Turret: 5 position
Stand
Built-in carrying handle
Reverse objective turret allows for easy access to slides
Adjustable focusing stop protects slides from accidental damage
Removable LED cartridge
Illumination
Cool, stable, color temperature, brightness intensity
50,000 bulb life
Stage
Right-handed, X/Y mechanical stage
Flourescence
Single Channel LED fluorescence
Wave length specific LED
No bulb alignment
25,000 bulb life means no replacement of bulb
No warm up or cool down
Unprecedented Signal to Noise Ratio
Adjustable light intensity controls
Shutter to switch between brightfield and fluorescence
Simple, easy to use design for quick detection of fluorescence signal
Stable excitation energy with 5% drop in excitation energy over life of bulb
Hard coated filter technology for maximum efficiency in blocking out unwanted light
Certifications
Quality Proformance Certification","https://assets.fishersci.com/TFS-Assets/CCG/product-images/F304568~p.eps-650.jpg"
"Laxco™ LMC-4000 Series Fluorescence Compound Microscope System","https://www.fishersci.com/shop/products/lmc-4000-series-flourescence-compound-microscope-system-2/p-7071663","Description
Head
Trinocular head, with 100/100 split phototube for attaching of camera
30deg;observation angle
Adjustable diopter on left eyepieces
Adjustable interocular distance
Collapsible rubber eyecups
Objectives
Plan semi-Apo flour lens with high N.A. produce flat FOV, and superior resolution and light gathering ability
Infinity corrected
Anti-reflective optical coatings, for superior optical quality
Parfocal and parcentered
Flourescence
Four-Channel LED fluorescence
Wave length specific LED
No bulb alignment
25,000 bulb life means no replacement of bulb
No warm up or cool down
Unprecedented Signal to Noise Ratio
Adjustable light intensity controls
Shutter to switch between brightfield and fluorescence
Simple, easy to use design for quick detection of fluorescence signal
Stable excitation energy with 5% drop in excitation energy over life of bulb
Hard coated filter technology for maximum efficiency in blocking out unwanted light
Stand
Reverse Objective Turret Allows for Easy Access to Slides
Adjustable Focusing Stop Protects Slides from Accidental Damage
Reflected LED transmitted illumination with removable housing
Rackless X/Y mechanical stage for smooth, fine movement control
Illumination
Cool, stable, color temperature and Brightness Intensity
50,000 bulb life
Certifications
Quality Proformance Certification","https://assets.fishersci.com/TFS-Assets/CCG/product-images/F304580~p.eps-650.jpg"
"LW Scientific i4 Semen Evaluation Microscope","https://www.fishersci.com/shop/products/i4-semen-evaluation-microscope/22500114","Description
Motility analysis should be performed at 98.6°F (37°C) to keep sperm active
The heated stage has a built-in digital temperature control unit which can be set for any temperature up to 110°F (43°C)
The heated stage will maintain accurate and stable temperatures within ±0.3°F during observation
This microscope looks and functions like a standard laboratory-grade microscope when in brightfield configuration
The plan phase objectives and turret condenser allow flat-field, high-contrast viewing of live, unstained specimens, and easy magnification changes with the flip of the thumb","https://assets.fishersci.com/TFS-Assets/CCG/LW-Scientific/product-images/1088578.jpg-650.jpg"
"Fisher Science Education™ Intermediate WiFi Digital Compound Microscopes","https://www.fishersci.com/shop/products/fisher-science-education-intermediate-wifi-digital-compound-microscopes-3/s71014a","Description
Features high speed, full resolution imaging technology built into one of our most popular microscopes. Use it as a conventional microscope or share live images with your class using WiFi tablets or wireless laptops.
Optical System
Widefield 10x /18mm eyepiece
30° inclined forward-facing monocular head
Illumination
LED illumination with intensity control
Frame
Rugged cast aluminum, gray enamel finish
Camera Specifications
Built-in WiFi Camera with a WiFi transmission of up to 1.3MP
Sensor type: CMOS
Resolution: 1.3 MP (1280 x 1024 pixels)
Required Specifications
Android™ or iOS™ Ready Device
WiFi Adapter (PC and Mac™ only)
Processor: 2 GHz or above
RAM: 1GB
Hard Disk: 500MB (Free Space)
Video Card: 128 MB
WiFi Adapter
Software
View, capture, measure or edit on iOS™ or Android™ devices with free MotiConnect™ App
View, capture or measure through IP address using a web browser and the camera's on-board software","https://assets.fishersci.com/TFS-Assets/CCG/Fisher-Scientific/product-images/214-BTW1_FSE.jpg-650.jpg"
"Fisher Science Education™ Primary Compound Microscopes","https://www.fishersci.com/shop/products/fisher-science-education-primary-compound-microscopes-11/s71000b","Description
Elementary Level
Optical System
Widefield 10X eyepiece with revolving pointer, 45° inclined for viewing ease when seated
Head rotates 360°
Achromatic, color-coded 4X, 10X 40XR objectives provide 40X, 100X and 400X magnification
Focusing
Oversized focusing knobs provide mid-range focusing between normal coarse and fine focus range
Slip clutch prevents damage to focus mechanism
Rack stop protects objectives and specimen slides
Stage
88mm x 82mm stage (3.5 in. x 3.25 in.)
Locked-on, spring activated stage clips
Substage disc diaphragm
Frame
Rugged cast metal frame, gray enamel finish
Height 278mm (11 in.). Net wt. 1.7kg (3.7 lb.)
Cord
On/off switch on top of base
Convenient“grabber”clip lets you easily secure cord
Heavy-duty 3-wire grounded cord and plug
Illumination Options
Tungsten: built-in base illumination, 115V 15W
LED Illumination: LED light rated up to 50,000 hours life, cool burning illumination equal to a 20W tungsten bulb
Order Info
Individual Microscope Packaging
Ship weight 2.7kg (6 lb.)
Dimensions 450 x 300 x 275mm (18 x 12 x 11 in.)
Molded styrofoam container
Master Carton Packaging (5 each)
Ship weight 13.6kg (30 lb.)
Dimensions 775 x 275 x 400mm (31 x 11 x 16 in.)
Warranty and Services
Five-year limited warranty, excluding bulb","https://assets.fishersci.com/TFS-Assets/CCG/product-images/F202694~p.eps-650.jpg"
"Fisher Science Education™ Advanced Compound Microscopes","https://www.fishersci.com/shop/products/fisher-science-education-advanced-compound-microscopes-17/p-4696383","Description
Advanced Biological binocular microscope with precision optics. For use by students or professionals. This model has a Seidentopf head for comfortable viewing, coasial focusing, low drive mechanical stage and LED illumination with intensity control. LED rated.
S71002
Ideal for teaching microscopy to primary levels
Cordless
Monocular - supports 18mm field of view
Low position focusing controls
Separate coarse and fine focus
Inward facing nosepiece
Easy-grip design
Floating stage with one touch stage clips
Widefield 10x /18mm eyepieces
45° inclined monocular eyepiece
4X, 10X and 40X objectives
70mW/3.5v rechargeable LED illumination with intensity control
S71002A – S71002F
3-hole objective turret (S71002A only)
4-hole objective turret (S71002C and S71002E only)
Full charge provides 8 hours of use
Corded and rechargeable options
S71002G
Advanced Biological binocular microscope with precision optics
For use by students or professionals
Seidentopf head for comfortable viewing
Coaxial focusing and low drive mechanical stage
LED illumination with intensity control
LED rated for 50,000 hours.
Order Info
Replacement bulb for all models: S74018
Warranty and Services
Microscope Warranty Option (S71002): 5 year limited warranty; Microscope Warranty Option (S71002A, S71002B, S71002C, S71002D, S71002E, S71002F, S71002G): Lifetime limited warranty, excluding bulb, cord, fuse and accessory mechanical stage, if any.","https://assets.fishersci.com/TFS-Assets/CCG/product-images/F201834~p.eps-650.jpg"
"Fisher Science Education™ Binoc Microscope, Achro, 4x/10x/40x/100x Oil","https://www.fishersci.com/shop/products/fisher-achro-4x-10x-40x-100x-oil-binoc-microscope/s81717","Description
Binocular Head with 30° Incline and 360° Rotation, Diopter and Interpupulary Adjustment
Fixed Abbe 1.25 NA Condenser with Iris and Filter Holder
Finite Optical System
Inward Facing 4 Position Nosepiece
4x/10x/40x/100xO Achromat Objectives
10x and 20x Widefield Eyepieces
Eco Friendly Energy Efficient 3W LED Illumination
Dimmer Control for Light Intensity
Coaxial Coarse/Fine Focus
Double Layer Mechanical Stage","https://assets.fishersci.com/TFS-Assets/CCG/product-images/S81717.jpg-650.jpg"
"Celestron™ CB2000CF Compound Microscope","https://www.fishersci.com/shop/products/celestron-cb2000cf-compound-microscope/s13039","Description
Full-metal construction with fully mechanical stage
Coarse and fine focus knobs
Achromatic objective lenses
Abbe condenser with iris diaphragm concentrates and focuses lower illumination for viewing","https://assets.fishersci.com/TFS-Assets/CCG/product-images/F264721~p.eps-650.jpg"
"Celestron™ CB2000C Compound Microscope","https://www.fishersci.com/shop/products/celestron-cb2000c-compound-microscope/s13040","Description
Full-metal construction with with fully mechanical stage
mechanical stage has knobs to control both axes for easy centering
Coaxial focus with coarse and fine focusing knobs
Achromatic objective lenses
Abbe condenser with iris diaphragm","https://assets.fishersci.com/TFS-Assets/CCG/product-images/F264722~p.eps-650.jpg"
"2.0 Megapixel USB Digital Microscope","https://www.fishersci.com/shop/products/2-0-megapixel-usb-digital-microscope/s06967","Description
Magnification of objects up to 235X optically and 700X digitally.
Capture snapshots and videos up to 30fps
Delivers 2 MP of detail without using interpolation techniques
Perform microscopic measurements with bundled software
Rubberized durable coating
Eight ultra-bright LEDs are deployed with variable brightness control
Equipped with multi-layer glass lenses
Warranty and Services
One year","https://assets.fishersci.com/TFS-Assets/CCG/product-images/F153492~p.eps-650.jpg"
"Fisher Science Education™ Digital Tablet Compound Microscope","https://www.fishersci.com/shop/products/fisher-scientific-btw1-213rled-digital-tablet-compound-microscope/s22234","Description
Integrated tablet for simultaneous viewing through traditional eyepiece
Pre-loaded Motic Apps for teachers, students and researchers to connect, view and share live images
Built-in camera
Wifi interface","https://assets.fishersci.com/TFS-Assets/CCG/Fisher-Scientific/product-images/214-BTW1_FSE.jpg-650.jpg"
"Fisher Science Education™ Digital Tablet Compound Microscope","https://www.fishersci.com/shop/products/fisher-scientific-btw1-214rled-digital-tablet-compound-microscope/s22235","Description
Integrated tablet for simultaneous viewing through traditional eyepiece
Pre-loaded Motic Apps for teachers, students and researchers to connect, view and share live images
Built-in camera
Wifi interface","https://assets.fishersci.com/TFS-Assets/CCG/product-images/F265419~p.eps-650.jpg"
"Fisher Science Education™ Intermediate Compound Microscopes: Dual View","https://www.fishersci.com/shop/products/fisher-science-education-intermediate-compound-microscopes-dual-view-2/s71001e","Description
Optical System
Widefield 10X eyepiece with revolving pointer
Viewing head rotates 360° for easy repositioning of eyepiece and sharing by more than one student
DIN 4X, 10X, and 40XR, objectives are achromatic, parfocalled, parcentered, and color coded
3-hole nosepiece is ball-bearing mounted for more precise alignment, has positive click stops
Focusing
Separate low position coarse and fine focusing controls
Slip clutch prevents damage to focusing system
Tension adjustment eliminates stage drift
Safety rack stop prevents damage to slides and objective lenses
Stage
Stage moves up or down, eyepiece and body remain fixed
Frame
Rugged cast metal, gray enamel finish
Dual-view Optical System
Vertical and 30° inclined tubes
Vertical tube has diopter adjustment, positioned low for easier camera mounting, using optional accessory
LED Illumination
LED light rated up to 10,000 hours life
Cool burning illumination equal to a 20W tungsten bulb
Base-mounted on/off switch
Heavy duty 3-wire cord
Convenient “grabber” clip on plug lets you wrap the cord around microscope and secure in place by pushing cord into clip for easy storage
No bulky cord hanger needed
Fixed Stage Option
Large stage, with locked-on, spring mounted stage clips, drilled and tapped to accept optional mechanical stage
Built-in 0.65N.A. condenser lens; Calibrated 5-hole disc diaphragm
Mechanical Stage Option
Large stage, with professional quality, low profile mechanical specimen holder with low- position coaxial x-y controls
Built-in 1.25 N.A. Abbe condenser with iris diaphragm
Warranty and Services
Lifetime limited warranty, excluding bulb, batteries, cord, accessory mechanical stage","https://assets.fishersci.com/TFS-Assets/CCG/product-images/F202703~p.eps-650.jpg"
"Fisher Science Education™ 160-Series University/Laboratory Compound Microscopes","https://www.fishersci.com/shop/products/fisher-scientific-160-series-university-laboratory-compound-microscopes/s23876","Description
Remarkable optical clarity
Choice of objective lenses: ASC, semi-plan, plan and phase
LED energy-efficient illumination
Large, built-in, low-profile, rackless stage
Coaxial focusing
Magnification: 40X, 100X, 400X, and 1000X","https://assets.fishersci.com/TFS-Assets/CCG/product-images/F301883~p.eps-650.jpg"
"Fisher Science Education™ EcoLine™ Compound Microscopes","https://www.fishersci.com/shop/products/ecoline-compound-microscopes-2/s04755","Description
Monocular and binocular options available
Supplied with standard achromatic lenses which deliver excellent clarity and normal flatness of field
Widefield 10X/18mm eyepieces, pointer standard in one eyepiece, accepts optional eyepiece reticle
30deg. viewing head rotates 360deg. for easy sharing by more than one student
DIN standard 4x (0.10 N.A.), 10x (0.25 N.A.), 40xR (0.65 N.A.) and 100xR oil immersion (1.25 N.A.) color-coded objectives
Quad objective turret is ball-bearing mounted for smooth, precise positioning of objectives
Mounted in reverse position to facilitate ease in changing slides
Coaxial coarse and fine focusing controls, coarse has tension adjustment, fine is graduated
Stage with built-in, low profile, ball-bearing mounted mechanical specimen holder with low-position coaxial controls
1.25 N.A. Abbe condenser has rack, pinion focusing, iris diaphragm and swing-out frosted filter holder
Frame: Rugged cast aluminum, gray enamel finish, 140 x 210mm
Frame height: 350mm
Stage: 115 x 125mm
4.5V DC auto switch power adapter (110 to 220V)
3.4V, 0.06w LED
Model D-ELB has LED with variable rheostat control.
Warranty and Services
3 year limited warranty, excluding bulb, power adapter, electrical, specimen holder and accessories","https://assets.fishersci.com/TFS-Assets/CCG/product-images/F197616~p.eps-650.jpg"
"Fisher Science Education™ Student Microscope","https://www.fishersci.com/shop/products/fisher-science-education-student-microscope/s190471w","Description
Impressive 20X magnification is ideal for viewing three-dimensional objects. No electricity needed; objects can be viewed clearly under normal room light. Designed for the beginner student, images are erect (non-inverted) and operation is simple. Large focusing knobs bring objects into quick focus. Heavy-duty metal body construction holds up to many years of use. Dimensions: 6 1/2 × 3 1/2 × 4 1/2 in..","https://assets.fishersci.com/TFS-Assets/CCG/product-images/F28546~p.eps-650.jpg"
"Motic Swift Line Intermediate Compound Microscopes","https://www.fishersci.com/shop/products/intermediate-compound-microscopes-4/p-7184533","Description
Widefield 10X eyepiece with revolving pointer
Viewing head rotates 360° for easy repositioning of eyepiece and sharing by more than one student
Separate low-position coarse and fine focusing
Choice of monocular, binocular, or dual view heads
Available with stage clips or mechanical stage (129-CLED-3)","https://assets.fishersci.com/TFS-Assets/CCG/product-images/127_MSL.jpg-650.jpg"
"National Optical 212-RLED Monocular Cordless LED Microscope","https://www.fishersci.com/shop/products/212-rled-monocular-cordless-led-microscope/s81775","Description
A new standard of precision optics, highly engineered mechanics and very rugged construction, all at a little more cost than a budget microscope. Objective turret (nosepiece) is in reverse position to permit easier changing and positioning of specimen slides. Preferred by teachers, the rechargeable LED illumination system provides optimum image brightness, virtually no bulb heat and has a 50,000-hour rated bulb life.
OPTICAL SYSTEM
Widefield 10x eyepiece with pointer. Accepts optional #965-160 eyepiece reticle.
45° inclined monocular viewing head.
DIN standard 4x (0.10 N.A.), 10x (0.25 N.A.), 40xR (0.65 N.A.) and 100xR (1.25 N.A.) objectives are supplied for 40x, 100x, 400x and 1000x magnification. All are achromatic, parfocalled, parcentered and color-coded.
4-hole objective turret, reverse position, ball-bearing mounted for smooth, precise changes in magnification.
Camera port integrated into head for attachment of optional Moticam camera
C-mount lens and 1.5 mm wrench sold separately
ILLUMINATION
LED light rated up to 50,000 hours life, illumination equal to a 20 watt tungsten bulb.
Batteries allow up to 500 recharges, for a total of 20,000 to 25,000 hours use from a single set of 3 AA rechargeable nickel hydride batteries. Battery charger included with microscope, automatically shuts off when batteries are fully charged - no danger of overcharging batteries and shortening battery life. No expensive recharger station needed. Plug directly into wall outlet, or use ordinary, inexpensive power strip for recharging multiple microscopes. Indicator light changes from red to green when fully charged.
Single 8 hour charge allows up to 50 hours of use.
Rheostat intensity control
FOCUSING
Separate low position coarse and fine focusing controls.
Stage moves up or down, eyepiece and body remain fixed.
Slip clutch prevents damage to focusing system.
Tension adjustment eliminates stage drift.
Safety rack stop prevents damage to slides and objective lenses.
STAGE
Large 120 mm x 120 mm stage, with professional quality, low profile mechanical specimen holder with low-position coaxial x-y controls.
1.25 N.A. Abbe condenser with spiral focusing mount, iris diaphragm, swing-out filter holder, blue filter supplied.","https://assets.fishersci.com/TFS-Assets/CCG/product-images/212.jpg-650.jpg"
"Motic Swift Line Primary Education Compound Microscope","https://www.fishersci.com/shop/products/primary-education-compound-microscope/s81373","Description
Widefield 10X eyepiece with revolving pointer, 45° inclined for viewing ease when seated
Monocular head rotates 360° for easy repositioning of eyepiece and sharing by more than one student
Achromatic, color-coded 4X, 10X, 40XR objectives
Oversized focus knob provides mid-range focusing between normal coarse and fine focus
Locked-on spring activated stage clips
Substage disc diaphragm","https://assets.fishersci.com/TFS-Assets/CCG/product-images/104-CLED_MSL.jpg-650.jpg"
"National Optical Binocular Cordless LED Microscope","https://www.fishersci.com/shop/products/binocular-cordless-led-microscope/s81776","Description
Advanced Biological Binocular microscope with precision optics. For use by students or professionals. Model 215 has a Seidentopf head for comfortable viewing, coaxial focusing, low drive mechanical stage and LED illumination with conveniently located intensity control. LED light rated up to 50,000 hours.
OPTICAL SYSTEM
Widefield 10x eyepiece with pointer. Accepts optional #965-160 eyepiece reticle.
30° inclined binocular viewing head rotates 360° for easy sharing by more than one student.
DIN standard 4x (0.10 N.A.), 10x (0.25 N.A.), 40xR (0.65 N.A.) and 100xR (1.25 N.A.) objectives are supplied for 40x, 100x, 400x and 1000x magnification. All are achromatic, parfocalled, parcentered and color-coded.
4-hole objective turret, reverse position, ball-bearing mounted for smooth, precise changes in magnification.
ILLUMINATION
Cool running LED light with intensity control rated up to 50,000 hours of life.
Rechargeable batteries can be recharged up to 1000 times.
8 hour charge provides up to 50 hours of use.
Recharge adapter shuts off when batteries are fully charged to prevent overcharging and permits conventional light operation by plugging into an electrical outlet.
FOCUSING
Coaxial coarse and fine focusing controls.
Slip clutch prevents damage to focusing system.
Tension adjustment eliminates stage drift.
Safety rack stop prevents damage to slides and objective lenses.
STAGE
Large 120 mm x 120 mm stage, with professional quality, low profile mechanical specimen holder with low-position coaxial x-y controls.
1.25 N.A. Abbe condenser with spiral focusing mount, iris diaphragm, built-in frosted filter.","https://assets.fishersci.com/TFS-Assets/CCG/product-images/215-RLED.jpg-650.jpg"
"Mighty Scope Digital Microscopes","https://www.fishersci.com/shop/products/aven-tools-mighty-scope-digital-microscopes-3/p-3751190","Description
Ideal for science and engineering work, dermatology, detailed repair, assembly and quality control (i.e., electronics, mechanical), hobbies and collecting (coin, stamp, watch, jewelry), law enforcement (counterfeit ID, crime lab), entertainment.
Easy-to-use 6-LED handheld digital microscope with a USB interface
High resolution magnification at your fingertips
Detailed examination of any area you choose
Active pixel technology produces sharp images and accurate color reproduction
The LEDs can be turned on or off, brightness can be adjusted using control wheel on body and an adjustable magnification from 10X–200X all in one compact lens
Microtouch Shutter trigger allows for convenient image capture when in handheld mode or mounted on a stand
Just plug into a PC and you are set to go
Available in UV version consisting of six UV LED lights operating at 405nm
Digital Mighty Scope (S98095):
Effective pixels (H × V): 1280 × 1024
White balance: automatic
O/S: Windows™ XP SP2 and Vista
Analog Mighty Scope (S98096):
Effective pixels (H × V): NTSC: 510 × 496, PAL: 628 × 586
White balance: automatic
500X Mighty Scope (S98097):
Effective pixels (H × V): 1280 × 1024
White balance: automatic
O/S: Windows XP SP2 and Vista
UV Mighty Scope (S98098):
Effective pixels (H × V): 1280 × 1024
White balance: automatic
O/S: Windows XP SP2 and Vista","https://assets.fishersci.com/TFS-Assets/CCG/product-images/F214928~p.eps-650.jpg"
"Swift™ M2250 Series Microscopes","https://www.fishersci.com/shop/products/swift-m2250-series-microscopes-4/s67300","Description
Inclined, smooth-moving 360° rotatable body provides comfortable viewing
Illuminator vents assure “cool” illumination
Separate coarse and fine focus system is easy to repair
Hard, all-metal bottom plate protects electrical sources against damage and students' hands from electrical shock
Locked-on eyepiece, objectives, and stage clips
Slip-clutch protects against over-focusing
Corded models have cord-hanger for neat and easy method of cord containment
Plastic shield protects delicate iris diaphragm from damage
LED illumination produces cool, white light that lasts up to 50,000 hours
Cordless model offers 50 hours of continouos use with a single eight-hour charge
4X, 10X, 40XR DIN objectives assure superior optical clarity
Warranty and Services
Limited lifetime warranty on all defective parts and workmanship","https://assets.fishersci.com/TFS-Assets/CCG/product-images/F256655~p.eps-650.jpg"
"Labomed™ CxL Binocular Laboratory Microscope","https://www.fishersci.com/shop/products/labomed-cxl-binocular-laboratory-microscope-4/p-3595233","Description
Designed with a semi-plan achromatic optical system that provides true color rendition and contrast. With 100% glass optics and all-brass mechanical components.
Eyepieces: Lockable 10X/18mm focusable eyepieces, dual diopter adjustments with foldable rubber eye guards, and antifungal coating
Head: Ergonomic binocular tube with 45° viewing angle, 360° rotatable, interpupillary distance adjustment of 54–74mm
Objectives: DIN semi-plan achromatic 4X, 10X, 40X, 100X (SL, Oil) objectives with antifungal coating, enable viewing of an assortment of specimens with the highest degree of clarity Stage: 5.31 x 4.88 in. (135 x 124mm) mechanical stage with single specimen holder and low-drive X/Y movement controls, 76 x 50mm X/Y travel range
Condenser: Abbe 1.25 NA condenser with iris diaphragm
Stand: Single-mold, rust-resistant stand with ergonomic hand rests that provide comfort and stability
Illumination: Available with halogen (6V/20w) bulb that provides up to 2000 hours of life or built-in rechargeable LED (3.4V/1w) with up to 100,000 hours of life
Digital Model
Fixed 1.3MP CMOS (1280 × 960) camera module iVu 1500 Wide-field, focusable paired 10X eyepiece
Order Info
Dimensions: 19L x 15W x 12 in. H (48.3 x 38.1 x 30.5cm). Net weight: 17.1 lb. (7.8kg). Universal input 100–240VAC. For details on optional accessories, contact your Fisher Science Education Representative.
Certifications
UL listed, CE marked","https://assets.fishersci.com/TFS-Assets/CCG/product-images/F57931~p.eps-650.jpg"
"National Optical Primary Education Monocular Microscope","https://www.fishersci.com/shop/products/primary-education-monocular-microscope/s81777","Description
The microscope that sets the standard for high school instruction. Includes all the most commonly specified features, like rugged metal construction and locked-on parts. Superior DIN optical system and precision mechanical components assure parfocalled and parcentered optical alignment for sharp, unsurpassed viewing.
OPTICAL SYSTEM
Widefield 10x eyepiece with revolving pointer.
45° inclined viewing head rotates 360° for easy repositioning of eyepiece and sharing by more than one student.
DIN 4x, 10x, and 40xR, objectives are achromatic, parfocalled, parcentered, and color coded.
3-hole nosepiece is ball-bearing mounted for more precise alignment, and has positive click stops.
ILLUMINATION
LED light rated up to 50,000 hours life, illumination equal to a 20 watt tungsten bulb.
Variable on/off light control
FOCUSING
Rack & pinion coarse focus with tension adjustment, slip clutch, separate fine focus.
Stage moves up or down, eyepiece and body remain fixed.
Slip clutch prevents damage to focusing system.
Tension adjustment eliminates stage drift.
Safety rack stop prevents damage to slides and objective lenses.
STAGE
Large 110 mm x 210 mm stage, with locked-on, spring mounted stage clips, drilled and tapped to accept optional mechanical stage.
Built in 0.65 condenser lens","https://assets.fishersci.com/TFS-Assets/CCG/product-images/127_6.jpg-650.jpg"
